,id,question,option_a,option_b,option_c,option_d,correct_option
98,OIC-019-09-A-,Quel est le rôle du protocole dans une étude de recherche en santé?,Il décrit les étapes élémentaires à mettre en œuvre pour mener une étude.,Il est modifiable en cours d'étude sans justification.,Il ne doit pas être modifié en cours d'étude et doit être clairement justifié si nécessaire.,Il ne contient que les critères de jugement de l'étude.,c
99,OIC-019-10-A-,Quelle est la catégorie de recherche qui ne comporte que des risques et des contraintes minimes pour la personne se prêtant à la recherche?,Recherches interventionnelles (RIPH catégorie 1),Recherches interventionnelles à risques et contraintes minimes (RIPH catégorie 2),Recherches non interventionnelles (RIPH catégorie 3),Recherches expérimentales,b
100,OIC-019-11-A,Quels sont les arguments utiles à la justification d'une problématique de recherche?,Épidémiologiques et économiques,Épidémiologiques et état actuel des connaissances,Épidémiologiques et résultats des études précédentes,Épidémiologiques et coûts,b
101,OIC-019-12-A,Quelle est la première étape pour formuler les hypothèses de recherche dans une étude?,Définir les objectifs de l'étude,Choisir la méthodologie de l'étude,Recruter les participants,Analyser les données,a
102,OIC-019-13-B,Quel est le critère principal pour choisir la méthodologie d'une étude?,Le type de population étudiée,L'objectif de recherche,La disponibilité des ressources financières,La taille de l'échantillon,b
103,OIC-019-13-B-,Quelle est la principale différence entre les études expérimentales et les études observationnelles?,Les études expérimentales ne peuvent pas être randomisées,Les études observationnelles ne peuvent pas être contrôlées,Les études expérimentales impliquent une intervention expérimentale,Les études observationnelles ne peuvent pas être menées en milieu hospitalier,c
104,OIC-020-01-A,Quelle est la méthode d'échantillonnage qui assure la représentativité de la population source en divisant celle-ci en sous-populations selon une variable catégorielle et en tirant au sort les individus à l'intérieur de chaque sous-population?,Recrutement exhaustif,Sondage aléatoire simple,Sondage stratifié,Sondage en grappes,c
105,OIC-020-01-A-,Quelle méthode d'échantillonnage est utilisée lorsque la base de sondage n'est pas disponible et que l'on souhaite inclure les individus au fur et à mesure de leur présentation dans les centres d'inclusion?,Recrutement exhaustif,Recrutement consécutif,Méthode des quotas,Échantillon de convenance,b
106,OIC-020-02-A,Quelle est la principale caractéristique des données recueillies à partir d'une étude ad hoc?,Elles sont recueillies de manière exhaustive et continue,Elles sont recueillies à partir de systèmes de surveillance épidémiologique existants,"Elles sont recueillies à partir d'un échantillon d'individus qui seront interrogés, qui passeront un examen clinique et/ou des tests para-cliniques, dont les dossiers médicaux seront consultés, dont les proches seront interrogés, etc.",Elles sont recueillies à partir de bases médico-administratives,c
107,OIC-020-02-A-,Quel est un exemple de système de surveillance épidémiologique existant en France?,Système National des Données de Santé (SNDS),Entrepôts hospitaliers de données de santé (EDS),Réseau Sentinelles,Base SNIIRAM,c
108,OIC-020-03-A,Quel est le critère de jugement principal dans une étude de recherche en santé?,Le critère de substitution,Le critère composite,Le critère de jugement principal,Le critère de jugement secondaire,c
109,OIC-020-04-B,Quelle est la définition d'une variable aléatoire?,Une fonction qui attribue un nombre à toutes les issues possibles,"Une fonction qui attribue un nombre à toutes les issues possibles, mais uniquement pour les variables continues","Une fonction qui attribue un nombre à toutes les issues possibles, mais uniquement pour les variables discrètes","Une fonction qui attribue un nombre à toutes les issues possibles, mais uniquement pour les variables continues et discrètes",a
110,OIC-020-04-B-,Quelle est la description correcte d'une loi de probabilité?,"La probabilité associée à chaque valeur d'une variable aléatoire discrète, ou la probabilité associée à tout intervalle de valeur d’une variable aléatoire continue","La probabilité associée à chaque valeur d'une variable aléatoire discrète, mais pas la probabilité associée à tout intervalle de valeur d’une variable aléatoire continue","La probabilité associée à chaque valeur d'une variable aléatoire continue, mais pas la probabilité associée à tout intervalle de valeur d’une variable aléatoire discrète","La probabilité associée à chaque valeur d'une variable aléatoire discrète et continue, mais pas la probabilité associée à tout intervalle de valeur d’une variable aléatoire discrète ou continue",a
111,OIC-020-05-B,Quel est le paramètre de position qui représente la valeur la plus fréquemment retrouvée dans un ensemble de données?,Moyenne,Mode,Médiane,Quartile,b
112,OIC-020-05-B-,Quel est le paramètre de dispersion qui mesure la dispersion d'un ensemble de valeurs autour de leur moyenne?,Distance interquartile,Étendue,Variance,Mode,c
113,OIC-020-06-B,Quelle est la principale caractéristique des tests statistiques en recherche en santé?,Ils permettent de conclure sur la population entière à partir d'un échantillon.,Ils ne prennent pas en compte les fluctuations d'échantillonnage.,Ils ne permettent pas d'inférer des résultats à partir des données observées.,Ils ne peuvent être utilisés que pour des données quantitatives.,a
114,OIC-020-06-B-,Quelle est la différence entre un test unilatéral et un test bilatéral?,"Un test unilatéral est utilisé pour des données appariées, tandis qu'un test bilatéral est utilisé pour des données indépendantes.","Un test unilatéral est utilisé pour tester une différence dans un sens unique, tandis qu'un test bilatéral est utilisé pour tester une différence dans les deux sens.","Un test unilatéral est utilisé pour des données censurées, tandis qu'un test bilatéral est utilisé pour des données non censurées.","Un test unilatéral est utilisé pour des variables qualitatives, tandis qu'un test bilatéral est utilisé pour des variables quantitatives.",b
115,OIC-020-07-B,Quelle est la définition des données de survie en recherche en santé?,"Le délai jusqu'à la survenue d'un événement quel qu'il soit, y compris les censures.","Le délai jusqu'à la survenue d'un événement quel qu'il soit, sans tenir compte des censures.","Le délai jusqu'à la survenue d'un événement quel qu'il soit, uniquement pour les événements observés.","Le délai jusqu'à la survenue d'un événement quel qu'il soit, uniquement pour les événements non observés.",a
116,OIC-020-07-B-,Quelle est la méthode utilisée pour estimer la survie à chaque temps t et représenter graphiquement la courbe de survie?,Méthode de Kaplan-Meier,Méthode de Cox,Test du log-rank,Analyse multivariable,a
117,OIC-020-08-B,Quelle est la principale caractéristique d'une mesure d'association ajustée?,Elle ne tient pas compte des facteurs de confusion,Elle est toujours supérieure à la mesure non-ajustée,Elle identifie les facteurs d'exposition indépendamment liés au phénomène étudié,Elle est calculée uniquement en univariée,c
118,OIC-020-09-B,Quelle loi française protège les données de santé des patients?,Loi Informatique et Libertés,Code de la santé publique,Règlement européen sur la protection des données personnelles (RGPD),Loi sur la bioéthique,a
119,OIC-020-09-B-,Quel texte européen protège les données de santé des patients?,Loi Informatique et Libertés,Code de la santé publique,Règlement européen sur la protection des données personnelles (RGPD),Loi sur la bioéthique,c
120,OIC-020-10-B,Quel terme désigne un facteur d’intérêt dans une étude analytique ou expérimentale?,Facteur de risque,Facteur étiologique,Facteur d’exposition,Facteur pronostique,c
121,OIC-020-10-B-,"Dans une étude étiologique, qu’est-ce qu’un facteur de risque appelé?",Facteur d’exposition,Facteur étiologique,Facteur pronostique,Facteur de risque,b
122,OIC-020-12-B,Quel type d'étude permet de suivre dans le temps un échantillon de sujets pour estimer la fréquence de survenue d'une maladie?,Enquête transversale,Enquête cas-témoins,Enquête de cohorte,Enquête expérimentale,c
123,OIC-020-12-B-,"Dans une enquête cas-témoins, quel est l'avantage principal de sur-représenter les personnes porteuses d'un phénomène rare dans l'échantillon?",Augmentation de la puissance statistique,Réduction des coûts de l'étude,Amélioration de la représentativité de l'échantillon,Simplification du recrutement des témoins,a
