mcq,cop,llm_cop
"-----
Question:
Hypotension is caused by all except:
Options:
a) Halothane
b) Propofol
c) Ketamine
d) Thiopentone
-----
",2,3
"-----
Question:
Which one of the following is the fastest acting inhalational agent?
Options:
a) Halothane
b) Isoflurane
c) Ether
d) Sevofluron
-----
",3,2
"-----
Question:
Dextrose is added to the spinal anesthetic drugs to
Options:
a) Increase duration of action
b) Reduce plasma levels of local anesthetic to prevent toxicity
c) Increase specific gravity
d) Hasten onset of action
-----
",2,2
"-----
Question:
A 25 year old overweight female was given fentanyl-pancuronium anaesthesia for surgery. After surgery and extubation she was observed to have limited movement of the upper body and chest wall in the recovery room. She was conscious and alert but voluntary respiratory effort has limited. Her blood pressure and heart rate were normal. The likely diagnosis is –
Options:
a) Incomplete reversal of pancuronium
b) Pulmonary embolism
c) Fentanyl induced chest wall rigidity
d) Respiratory depression
-----
",0,1
"-----
Question:
Which of the following agents is used for the treatment of postoperative shivering?
Options:
a) Thiopentone
b) Suxamethonium
c) Atropine
d) Pethidine
-----
",3,4
"-----
Question:
Succinyichoiine causes hyperkalemia in patients with -
Options:
a) Bum
b) Severe infection
c) High velocity trauma
d) All of the above
-----
",3,4
"-----
Question:
Recommended maximum dose of Lignocaine + adrenaline for peripheral nerve shock.
Options:
a) 7 mg/kg bw
b) 4.5 mg/kg bw
c) 2 mg/ kg bw
d) 3 mg/kg bw
-----
",0,2
"-----
Question:
If thiopentone is injected accidently into an artery the first symptom is –
Options:
a) Analgesia
b) Paralysis
c) Skin ulceration
d) Pain
-----
",3,4
"-----
Question:
Chest compression to ventilation ratio in resuscitation of children with 2 rescuers is
Options:
a) 30:02:00
b) 3:01
c) 15:02
d) 30:02:00
-----
",2,4
"-----
Question:
Drugs used to control post–operative vomitinga) Diazepamb) Phenobarbitonec) Aprepitantd) Droperidole) Ondansetron
Options:
a) acde
b) bde
c) abcd
d) abde
-----
",0,1
"-----
Question:
Recommended rate of chest compression during cardiopulmonary resuscitation in adults is:-
Options:
a) About 72 compression per minute
b) At least 72 compression per minute
c) About 100 compression per minute
d) Between 100-120 compression per minute
-----
",3,4
"-----
Question:
Best anaesthetic agent for out patient anasthesia is
Options:
a) Fentanyl
b) Morphine
c) Alfentanyl
d) Penthidine
-----
",2,3
"-----
Question:
Perception of ordinarily non noxious stimuli as pain, is better known as :
Options:
a) Allodynia
b) Huperalgesia
c) Hyperesthesia
d) Radiculopathy
-----
",0,1
"-----
Question:
A 4 month old child can be given clear fluid till how many hours prior to Sx
Options:
a) 1 hr
b) 2 hrs
c) 3 hrs
d) 4 hrs
-----
",1,2
"-----
Question:
A successful stellate ganglion block can produce –
Options:
a) Hypotension
b) Horner syndrome
c) Brachial plexus involvement
d) Hemifacial anaesthesia
-----
",1,2
"-----
Question:
Diffusion hypoxia is seen with –
Options:
a) Ether
b) Cyclopropane
c) Halothane
d) Nitrous oxide
-----
",3,3
"-----
Question:
Brain dead patient comes under which category in ASA classification?
Options:
a) ASA I
b) ASA 3
c) ASA 4
d) ASA 6
-----
",3,2
"-----
Question:
Prolonged muscle paralysis in a healthy individual may be caused by:
Options:
a) d-Tubocurarine
b) Cisatracurium
c) Pancuronium
d) Succinylcholine
-----
",3,4
"-----
Question:
Which of the following type of receptor is involved in malignant hypehermia ?
Options:
a) Nicotinic receptor
b) Ryanodine receptor
c) Muscarinic receptor
d) None
-----
",1,2
"-----
Question:
Water is used for hardening in -
Options:
a) Sodalime
b) Baralime
c) Both
d) None
-----
",1,3
"-----
Question:
All of the following can cause methemoglobinemia except-
Options:
a) Prilocaine
b) Benzocaine
c) Nitroglycerine
d) Bupivacaine
-----
",3,4
"-----
Question:
Which of the following is true to the immediate postoperative period in a young patient with previously normal lungs having upper abdominal surgery ?
Options:
a) Arterial oxygen tension will typically be reduced by an average of 10 mm Hg when breathing room air
b) Arterial oxygen tension will normalize after 15 minutes
c) Diffusion hypoxia is the major determinant of arterial hypoxaemia
d) The CXR will typically reveal no abnormalities
-----
",0,1
"-----
Question:
Which of the following is not a component of thoracoscore ?
Options:
a) Performance status
b) Complication of surgery
c) ASA grading
d) Priority of Surgery
-----
",1,4
"-----
Question:
True statement regarding neuraxial opioids for labor and delivery is
Options:
a) Opioids should never be used as a sole agent
b) Most common side effect is fetal bradycardia
c) Intrathecal morphine is associated with quick peak in concentration and early onset maternal respiratory depression
d) Systemic absorption is similar to intramuscular
-----
",3,3
"-----
Question:
Following a boating injury in an industrial-use river, a patient begins to display fever, tachycardia, and a rapidly expanding area of erythema, blistering, and drainage from a flank wound. An x-ray shows gas in the soft tissues. Which of the following measures is most appropriate?
Options:
a) Administration of an antifungal agent
b) Administration of antitoxin
c) Wide debridement
d) Administration of hyperbaric O2
-----
",2,3
"-----
Question:
Not compatible with soda Time –
Options:
a) Ether
b) Halothane
c) Trilene
d) N2O
-----
",2,1
"-----
Question:
VAT in mechanical ventilation stands for ?
Options:
a) Ventilator associated trauma
b) Ventilator associated treatment
c) Ventilator associated tracheobronchitis
d) None of the above
-----
",2,1
"-----
Question:
Pudendal Nerve Block Involve
Options:
a) LiL2L3
b) L2L3L4
c) SiS2S3
d) S2S3S4
-----
",3,4
"-----
Question:
During intraoperative period following capnograph waveform is seen. What does it signify.
Options:
a) Return of spontaneous ventilation
b) Airway obstruction
c) Hyperventilation
d) Oesophageal intubation
-----
",0,1
"-----
Question:
The administration of succinylocholine to a paraplegic patient led to the appearance of dysarrhythmias, conduction abnormalities and finally cardiac arrest. The most likely cause is
Options:
a) Hypercalcemia
b) Hyperkalemia
c) Anaphylaxis
d) Hypermagnesemia
-----
",1,2
"-----
Question:
Anaesthetic agent contraindicated in porphyria – a) Thiopentoneb) Propofolc) Ketamined) Etomidale e) Methadone
Options:
a) ad
b) c
c) ac
d) ab
-----
",0,1
"-----
Question:
Composition of soda lime is:NaOH - Ca (OH)2 - KOH - Moisture
Options:
a) 4% - 90% - 1% - 5%
b) 4% - 80% - 1% - 15%
c) 80% - 10% - 5% - 5%
d) 15% - 80% - 1% - 4%
-----
",-1,2
"-----
Question:
The site of action of local anaesthetic in epidural anesthesia is
Options:
a) Spinal nerve root
b) Spinal cord
c) Epidural neural tissue
d) Anterior root of spinal nerve
-----
",0,3
"-----
Question:
Not used topically is:
Options:
a) Lignocaine
b) Bupivicaine
c) Dibucaine
d) Tetracaine
-----
",1,3
"-----
Question:
Pungent volatile anesthetic agents are:
Options:
a) Halthane
b) Isoflurane
c) Sevoflurane
d) Desflurane
-----
",1,4
"-----
Question:
Adding sodium bicarbonate to local anaesthetic has all of the following effects, except:
Options:
a) Enhances onset
b) Enhances intensity
c) Increases the duration
d) Increase the pain of injection
-----
",3,4
"-----
Question:
Which of the following diseases show resistance to Succinyl choline?
Options:
a) Myasthenia gravis
b) Polymyositis
c) Eaton lambert myasthenia syndrome
d) Muscular dystrophy
-----
",0,3
"-----
Question:
Centrineuraxial anaesthesia is not contraindicated in:
Options:
a) Platelets <80.000
b) Patient on aspirin
c) Patient on anticoagulants
d) Raised intracranial pressure
-----
",1,4
"-----
Question:
Helium is used along with oxygen instead of plain oxygen because
Options:
a) It increases the absorption of oxygen
b) It decreases turbulence
c) It decreases the dead space
d) For analgesia
-----
",1,2
"-----
Question:
In intubation which drug is used instead of succinylcholine
Options:
a) Doxacurium
b) Dantrolene
c) Rocuronium
d) None
-----
",2,3
"-----
Question:
What is the use of Murphy's eye present on the Endotracheal tube
Options:
a) It is alternate pathway for ventilation
b) It decreases the weight of tube
c) It is used for suctioning of respiratory treat along with ventilation
d) All of the above
-----
",0,4
"-----
Question:
Vasopressor of choice in anesthesia for a patient of aoic stenosis, who develops hypotension during surgery:
Options:
a) Ephedrine
b) Dopamine
c) Dobutamine
d) Phenylephrine
-----
",3,4
"-----
Question:
All increase CO2 absorption in circuit except.
Options:
a) Resistance in circuit
b) High flow
c) Small granule size
d) Medium granule size Chanelling
-----
",0,1
"-----
Question:
Mode of action of depolarizing and non-depolarizing neuromuscular blocker?
Options:
a) Depolarizing - no repolarization, non-depolarizing - competitive inhibition
b) Both competitive inhibitors
c) Non-depolarizing - no repolarization; depolarizing - no depolarizin
d) Depolarizing - persistent depolarization no depolarizing - no repolarization
-----
",0,1
"-----
Question:
Supraglottic airway device is contraindicated for all except:-
Options:
a) Patient with risk of aspiration
b) Patient with poor lung compliance
c) Patient with limited mouth opening
d) Patient under general anesthesia
-----
",3,4
"-----
Question:
Patient is treated with dentrolene. All the following are adverse effects except:
Options:
a) Hypokalemia
b) Muscle weakness
c) Breathlessness
d) Bradycardia
-----
",0,4
"-----
Question:
All true about fospropofol except:-
Options:
a) It is water soluble product that is metabolized in vivo to Propofol
b) It has slower onset than Propofol
c) It has slower recovery than Propofol
d) It also causes pain on injection line Propofol
-----
",3,3
"-----
Question:
Which is false regarding endotracheal tube cuff?
Options:
a) Infant endotracheal tubes does not have cuffs
b) Cuff is meant to keep the tube firmly in the trachea
c) Lateral pressure exeed should not exceed 30 cm water
d) Cuff provides an aiight seal and facilitate controlled ventilation
-----
",1,1
"-----
Question:
A non ventilated preterm baby in incubator is under observation. Which is the best way to monitor the baby's breathing and detect apnea
Options:
a) Canography
b) Impedence pulmonometry
c) Chest movement monitoring
d) Infrared end Tidal CO2 measurement
-----
",1,2
"-----
Question:
Recurrant interosseous aery is a branch of
Options:
a) Posterior interosseous aery
b) Anterior interosseous aery
c) Radial aery
d) Ulnar aery
-----
",0,1
"-----
Question:
Ligamentum teres of the liver is remnant of -
Options:
a) Umbilical arteries
b) Left umbilical vein
c) Ductus-venosus
d) Ductus arteriosus
-----
",1,2
"-----
Question:
Mucous secreting glands are absent in :
Options:
a) Cervix
b) Vagina
c) Duodenum
d) Oesophagus
-----
",1,4
"-----
Question:
Which amongst the following is not a branch from the root of brachial plexus?
Options:
a) Branches to longus colli and scaleni muscles
b) Long Thoracic Nerve
c) Dorsal Scapular Nerve
d) Nerve to subclavius
-----
",3,3
"-----
Question:
Which of the following accurately describes the anterior compament of the forearm?
Options:
a) The median nerve enters the forearm between the two heads of flexor carpi ulnaris.
b) The ulnar nerve enters the forearm by passing between the two heads of pronator teres .
c) Flexor digitorum profundus originates from the common flexor origin.
d) Flexor pollicis longus is characteristically unipennate.
-----
",3,1
"-----
Question:
The medial longitudinal arch of the foot is maintained by all of the following structures except :
Options:
a) Peroneus longus
b) Tibialis posterior
c) Flexor digitorum longus
d) Plantar aponeurosis
-----
",0,1
"-----
Question:
The maximum period of imprisonment a metropolitan magistrate can give is
Options:
a) 1 year
b) 3 year
c) 5 year
d) 7 year
-----
",1,2
"-----
Question:
All of the following muscles are supplied by Tibial component of Sciatic nerve Except
Options:
a) Adductor magnus
b) Semimembranosus
c) Semitendinosus
d) Short head of Biceps fermoris
-----
",3,4
"-----
Question:
Which of the following structure is attached to the head of the fibula?
Options:
a) Lateral mensiscus
b) Popliteus tendon
c) Lateral collateral ligament
d) Posterior cruciate ligament
-----
",2,1
"-----
Question:
Common carotid artery bifurcation is at -
Options:
a) Thyroid cartilage
b) Cricoid cartilage
c) T4
d) T2
-----
",0,3
"-----
Question:
The cerebrospinal fluid
Options:
a) 10% of it drain to cerebral lymphatics
b) Formed by choroid plexus mostly
c) Mostly found in skull bones than in spine
d) Through aqueduct passes from lateral ventricle to 3rd ventricle
-----
",1,2
"-----
Question:
Weight of liver
Options:
a) 600-800 gm
b) 1000-1200gm
c) 1400-1600gm
d) 1800-2000gm
-----
",2,1
"-----
Question:
Orbital septum formed by?
Options:
a) Palpebral ligament
b) Lacrimal bone
c) Optic nerve fascia
d) Optic sheath
-----
",0,3
"-----
Question:
Branchial fistula is persistent of:
Options:
a) 1st branchial cleft.
b) 1st branchial arch.
c) 2nd branchial cleft.
d) 2nd branchial arch.
-----
",2,1
"-----
Question:
G couple protein receptor is
Options:
a) Metabotropic receptor
b) Ionic receptor
c) Kinase-linked receptor
d) Nuclear receptor
-----
",0,4
"-----
Question:
Which of the following drug regarding transfer of drug across placenta is false
Options:
a) Transfer across placenta is lesser in early pregnancy
b) All drugs to some extent can cross placenta except heparin and insulin
c) Ion trapping of acidic drug occur in placenta
d) P-glyprotein is present in placenta
-----
",2,3
"-----
Question:
Clavipectoral fascia splits to enclose subclavius and pectoralis minor, and continues as ?
Options:
a) Axillary sheath
b) Costocoracoid ligament
c) Costoclavicular ligament
d) Suspensory ligament
-----
",3,1
"-----
Question:
Pas of left lower lobe of lung except:
Options:
a) Superior
b) Anteromedial basal
c) Post. Basal
d) Medial basal
-----
",1,2
"-----
Question:
who gave the concept of latent and manifest dreams
Options:
a) freud
b) master and johnson
c) benedict morel
d) erik erikson
-----
",0,1
