id,question,option_a,option_b,option_c,option_d,correct_option
OIC-019-04-B-,Quel est le critère de sévérité pour l'HTA chez une patiente enceinte?,PAS ≥ 140 mmHg et/ou PAD ≥ 90 mmHg,PAS ≥ 160 mmHg et/ou PAD ≥ 110 mmHg,PAS ≥ 180 mmHg et/ou PAD ≥ 120 mmHg,PAS ≥ 120 mmHg et/ou PAD ≥ 80 mmHg,b
OIC-019-05-A,Quel est l'objectif principal du traitement antihypertenseur chez une femme enceinte?,Augmenter la tension artérielle,Éviter les à-coups hypertensifs et limiter les complications maternelles,Diminuer la fréquence cardiaque,Améliorer la fonction rénale,b
OIC-019-05-A-,Quelle est la fréquence recommandée pour les consultations chez une femme enceinte hypertendue?,Tous les 2 jours,Tous les 10 jours environ,Une fois par semaine,Une fois par mois,b
OIC-019-06-B,Quelle est la conduite à tenir en cas d'HTA postpartum?,Arrêt immédiat du traitement antihypertenseur,Surveillance étroite et arrêt progressif du traitement,Augmentation de la dose du traitement antihypertenseur,Utilisation d'un traitement antihypertenseur à base de corticostéroïdes,b
OIC-019-06-B-,Quel est le risque de récidive d'une hypertension gravidique chez une patiente ayant eu une prééclampsie précédente?,1 sur 10,1 sur 5,1 sur 20,1 sur 100,b
OIC-019-07-B,Quel est le risque principal associé à un antécédent d'HTA gravidique?,Augmentation du risque de diabète,Risque d'HTA chronique,Diminution de la fertilité,Amélioration de la santé cardiovasculaire,b
OIC-019-07-B-,Quelle est la définition d'une menace d'accouchement prématuré (MAP)?,Association de modifications cervicales et de contractions utérines avant 37 SA,Association de modifications cervicales et de contractions utérines après 37 SA,Association de modifications cervicales et de contractions utérines avant 22 SA,Association de modifications cervicales et de contractions utérines après 36 SA + 6 jours,a
OIC-019-08-A,Quel est le pourcentage de cas où aucune étiologie n'est retrouvée dans la menace d'accouchement prématuré?,30%,40%,50%,60%,d
OIC-019-08-A-,Quel examen est utilisé pour confirmer une rupture prématurée des membranes?,Tocométrie externe,Recherche d'IGFBP-1 ou de PAMG-1,Bilan bactériologique,Fibronectine fœtale,b
OIC-019-09-A,Quel est le traitement symptomatique principal pour une menace d'accouchement prématuré?,Antibiothérapie systématique,Tocolyse par inhibiteurs calciques ou antagonistes de l'oxytocine,Hospitalisation prolongée,Corticothérapie anténatale par bétaméthasone,b
OIC-019-09-A-,Quelle mesure est incluse dans la prévention primaire de la menace d’accouchement prématuré?,Cerclage utérin,Traitement d'une vaginose bactérienne,Arrêt de travail,Examen morphologique de la cavité utérine,c
OIC-019-10-A,Quel est le premier signe d'appel évocateur d'une étiologie spécifique lors d'une fièvre au cours de la grossesse?,Douleurs lombaires,Angine,Rupture prématurée des membranes,Saignements,b
OIC-019-10-A-,Quel examen est réalisé en premier en cas de fièvre au cours de la grossesse?,ECBU,NFS - CRP,Hémocultures,Sérologies,a
OIC-019-11-A,Quel est le traitement initial en cas de fièvre pendant la grossesse?,Antibiothérapie préventive active sur Listeria,Antipyrétique (type paracétamol),Surveillance étroite de la température,Tocolyse,b
OIC-019-11-A-,Quelle est la principale complication du HELLP syndrome?,Hématome sous capsulaire du foie,Rupture utérine,Hématome rétroplacentaire,Chorioamniotite,a
OIC-019-12-A,Quelle est la principale caractéristique de la menace d’accouchement prématuré?,Douleur abdominale aiguë sans modifications cervicales,Contractions utérines régulières et douloureuses avec modifications cervicales avant 37 SA,Fièvre et douleur abdominale sans contractions utérines,Douleur pelvienne aiguë sans signes d’irritation péritonéale,b
OIC-019-12-A-,Quel est le premier élément à rechercher lors d'une douleur abdominale aiguë chez une femme enceinte pour évaluer le pronostic vital?,Antécédents médicaux,Tolérance hémodynamique,Caractéristiques de la douleur,Palpation utérine,b
OIC-019-13-B,Quel examen paraclinique est le plus utile pour évaluer une douleur abdominale aiguë chez une femme enceinte?,Échographie abdominale,Radiographie abdominale,Scanner abdominal,IRM abdominale,a
OIC-019-13-B-,Quelle est la dose maximale de rayonnement que l'on peut exposer un fœtus sans risque de cancer de l'enfance?,10 mGy,50 mGy,100 mGy,200 mGy,c
OIC-020-01-A,Quelle est la définition de l'infection materno-fœtale (IMF)?,Infection contractée par la mère après l'accouchement,Infection contractée par le fœtus au cours de la grossesse ou à l'accouchement par des germes d'origine maternelle,Infection contractée par le fœtus uniquement après la naissance,Infection contractée par la mère uniquement pendant la grossesse,b
OIC-020-01-A-,Quelle est la première cause d'infection néonatale bactérienne précoce?,Streptocoque groupe B,Escherichia coli,Listériose,Treponema pallidum,a
OIC-020-02-A,Quelles sont les deux principales voies de contamination du fœtus pendant la grossesse?,Voie vaginale et voie hématogène,Voie vaginale et voie respiratoire,Voie hématogène et voie digestive,Voie vaginale et voie urinaire,a
OIC-020-02-A-,Quel est le taux de transmission materno-fœtale au 2e trimestre de la grossesse?,10%,20%,40%,60%,c
OIC-020-03-A,Quelle est la fréquence recommandée pour le dépistage sérologique de la toxoplasmose chez une femme enceinte non immunisée?,Une fois par trimestre,Une fois par mois,Une fois par semaine,Une fois par an,b
OIC-020-03-A-,Quelle est la principale recommandation pour prévenir la toxoplasmose lors de la manipulation de viande?,Manger la viande crue,Cuire la viande à feu vif,Congeler la viande avant de la consommer,Éviter de manger de la viande,c
OIC-020-04-B,Quel est le risque d'infection fœtale si la mère est infectée par la rubéole avant 11 SA?,10%,25%,90%,100%,c
OIC-020-04-B-,Quel est l'objectif principal de la vaccination antirubéolique?,Éviter la rubéole congénitale,Traiter la rubéole,Prévenir les infections virales,Augmenter les défenses immunitaires,a
OIC-020-05-B,Quelle est la définition de la rougeole materno-fœtale?,La transmission de la rougeole du père au fœtus,La transmission de la rougeole de la mère au fœtus,La transmission de la rougeole du fœtus à la mère,La transmission de la rougeole du fœtus au père,b
OIC-020-05-B-,Quelle est la fréquence accrue de pneumonie chez les femmes enceintes contractant la rougeole?,10%,20%,30%,40%,c
OIC-020-06-B,Quelle est la première étape à suivre en cas de contage avéré de la rougeole chez une femme enceinte non vaccinée?,Pratiquer une sérologie en urgence,Vérifier le statut vaccinal de la patiente,Prévenir la transmission par des mesures de distanciation sociale,Prescrire des antibiotiques,b
OIC-020-06-B-,Quelle est la principale cause d'infection congénitale virale et de perte auditive neurosensorielle dans la petite enfance?,Infection à rubéole,Infection à Cytomégalovirus (CMV),Infection à toxoplasmose,Infection à varicelle,b
OIC-020-07-B,Quel est le principal mode de contamination par l'herpès néonatal?,Par la transmission intra-utérine,Par la transmission postnatale,Par le passage par la filière génitale infectée lors de l'accouchement,Par la transmission par voie sanguine,c
OIC-020-07-B-,Quel est le traitement recommandé pour une primo-infection à HSV pendant la grossesse?,Aciclovir 1g en 5 prises pendant 5 à 10 jours,Valaciclovir 2g en 2 prises pendant 5 à 10 jours,Aciclovir 500mg en 3 prises pendant 7 jours,Valaciclovir 1g en 1 prise pendant 10 jours,a
OIC-020-08-B,Quel est le principal facteur de risque pour la transmission verticale de l'hépatite B?,La charge virale élevée pendant la grossesse,La modalité d'accouchement,L'âge de la mère,Le sexe du nouveau-né,a
OIC-020-08-B-,Quelle est la première étape de la prévention de la transmission du virus de l'hépatite B pendant la grossesse?,Vaccination du nouveau-né,Dépistage de l'hépatite B,Sérovaccination du nouveau-né,Césarienne,b
OIC-020-09-B,Quelle est la modalité de dépistage recommandée pour la mère en début de grossesse?,Dépistage obligatoire,Dépistage systématique,Dépistage uniquement si la mère le demande,Dépistage uniquement si la mère est à risque,b
OIC-020-09-B-,Quelle est la séroprévalence de la varicelle chez la femme enceinte?,90%,95%,"98,8%",100%,c
OIC-020-10-B,Quel est le mécanisme principal de transmission de la listériose du placenta au fœtus?,Par la circulation sanguine,Par la lyse du placenta,Par la colonisation du placenta,Par la rupture de l'utérus,c
OIC-020-10-B-,Quel aliment doit être évité pour prévenir la listériose materno-fœtale?,Fromages à pâte dure,Fromages à pâte molle au lait cru,Fromages à pâte dure au lait cru,Fromages à pâte molle au lait pasteurisé,b
OIC-020-11-B,Quel examen complémentaire doit-on prescrire en cas de suspicion de listériose chez une femme enceinte ayant une fièvre?,Hémocultures chez la mère,Examen bactériologique du placenta,Examen anatomopathologique,Prélèvement du liquide céphalorachidien,a
OIC-020-11-B-,Quelle est la prévalence du portage vaginal du streptocoque B en France?,5 à 10 %,10 à 20 %,20 à 30 %,30 à 40 %,b
OIC-020-12-B,Quel est le médicament de première ligne pour le traitement de la vaginose bactérienne chez la femme enceinte?,Le clindamycine,Le métronidazole,Le fluconazole,Le doxycycline,b
OIC-020-12-B-,Quel est le risque principal associé à la vaginose bactérienne pendant la grossesse?,Augmentation du risque de diabète gestationnel,Diminution de la croissance fœtale,Risque de menace d'accouchement prématuré,Augmentation du risque de hypertension gravidique,c
OIC-020-13-B,Quel est le meilleur moyen de se protéger contre la grippe pour une femme enceinte?,Utiliser des masques chirurgicaux,Prendre des antibiotiques,Se faire vacciner contre la grippe,Éviter tout contact avec les autres,c
